	source	target	weight
11102	Splicing factor 1	GTP-binding nuclear protein Ran	1
11103	Splicing factor 1	Coatomer alpha subunit, putative	1
11104	Splicing factor 1	Peptidyl-prolyl cis-trans isomerase	1
11105	Splicing factor 1	60S ribosomal protein L21	1
11106	Splicing factor 1	Calcium-dependent protein kinase 4	1
11107	Splicing factor 1	60S ribosomal protein L14, putative	1
11108	Splicing factor 1	Plasmepsin-1	1
11109	Splicing factor 1	Actin-1	1
11110	Splicing factor 1	Non-SERCA-type Ca2+-transporting P-ATPase	1
11111	Splicing factor 1	Glutamate dehydrogenase	1
11112	Splicing factor 1	Ubiquitin-conjugating enzyme E2	1
11113	Splicing factor 1	Multidrug resistance protein	1
11114	Splicing factor 1	14-3-3 protein	1
11115	Splicing factor 1	Rhoptry neck protein 3	1
11116	Splicing factor 1	Eukaryotic initiation factor 4A	1
11117	Splicing factor 1	ATP-dependent RNA helicase UAP56	1
11118	Splicing factor 1	Elongation factor 2	1
11119	Splicing factor 1	Polyadenylate-binding protein	1
11120	Splicing factor 1	Elongation factor 1-gamma, putative	1
11121	Splicing factor 1	Triosephosphate isomerase	1
11122	Splicing factor 1	Translationally-controlled tumor protein homolog	1
11123	Splicing factor 1	Tubulin alpha-1A chain	1
11124	Splicing factor 1	Protein transport protein SEC31	1
11125	Splicing factor 1	Myosin-9	1
11126	Splicing factor 1	Tubulin alpha chain	1
11127	Splicing factor 1	Proteasome subunit alpha type	1
11128	Splicing factor 1	Plasmodium exported protein	1
11129	Splicing factor 1	Tropomyosin alpha-1 chain	1
11130	Splicing factor 1	Haloacid dehalogenase-like hydrolase	1
11131	Splicing factor 1	Heat shock protein 110, putative	1
11132	Splicing factor 1	Tubulin beta-6 chain	1
11133	Splicing factor 1	Phosphoglycerate mutase 1	1
11134	Splicing factor 1	Isoleucine--tRNA ligase, putative	1
11135	Splicing factor 1	Splicing factor, proline- and glutamine-rich	1
11136	Splicing factor 1	Tubulin beta-4A chain	1
11137	Splicing factor 1	Conserved Plasmodium membrane protein	1
11138	Splicing factor 1	60S ribosomal protein L2	1
11139	Splicing factor 1	HSP40, subfamily A, putative	1
11140	Splicing factor 1	Chloroquine resistance transporter	1
11141	Splicing factor 1	40S ribosomal protein S3a	1
11142	Splicing factor 1	Probable ATP-dependent 6-phosphofructokinase	1
11143	Splicing factor 1	60S ribosomal protein L23	1
11144	Splicing factor 1	Ring-infected erythrocyte surface antigen	1
11145	Splicing factor 1	Thioredoxin peroxidase 1	1
11146	Splicing factor 1	Thioredoxin-like protein	1
11147	Splicing factor 1	V-type H(+)-translocating pyrophosphatase, putative	1
11148	Splicing factor 1	Signal recognition particle receptor, beta subunit	1
11149	Splicing factor 1	Zyxin	1
11150	Splicing factor 1	Glycophorin-binding protein	1
11151	Splicing factor 1	Elongation factor 1-alpha	1
11152	Splicing factor 1	Knob-associated histidine-rich protein	1
11153	Splicing factor 1	Pyruvate kinase	1
11154	Splicing factor 1	HAP protein	1
11155	Splicing factor 1	Protein disulfide-isomerase	1
11156	Splicing factor 1	Transgelin	1
11157	Splicing factor 1	Glyceraldehyde-3-phosphate dehydrogenase	1
11158	Splicing factor 1	Glutamate--tRNA ligase	1
11159	Splicing factor, proline- and glutamine-rich	Anamorsin homolog	1
11160	Splicing factor, proline- and glutamine-rich	DnaJ protein, putative	1
11161	Splicing factor, proline- and glutamine-rich	Lysophospholipase, putative	1
11162	Splicing factor, proline- and glutamine-rich	Serine repeat antigen 5	1
11163	Splicing factor, proline- and glutamine-rich	60S ribosomal protein L10, putative	1
11164	Splicing factor, proline- and glutamine-rich	Spliceosome RNA helicase DDX39B	1
11165	Splicing factor, proline- and glutamine-rich	Merozoite surface protein 1	1
11166	Splicing factor, proline- and glutamine-rich	T-complex protein 1 subunit eta	1
11167	Splicing factor, proline- and glutamine-rich	P-type Ca2+-transporting ATPase	1
11168	Splicing factor, proline- and glutamine-rich	Probable ATP-dependent RNA helicase DDX5	1
11169	Splicing factor, proline- and glutamine-rich	S-adenosylmethionine synthase	1
11170	Splicing factor, proline- and glutamine-rich	Heat shock cognate 71 kDa protein	1
11171	Splicing factor, proline- and glutamine-rich	Plasmepsin-2	1
11172	Splicing factor, proline- and glutamine-rich	Fructose-bisphosphate aldolase A	1
11173	Splicing factor, proline- and glutamine-rich	40S ribosomal protein S3	1
11174	Splicing factor, proline- and glutamine-rich	Enolase	1
11175	Splicing factor, proline- and glutamine-rich	Aspartate carbamoyltransferase	1
11176	Splicing factor, proline- and glutamine-rich	60S ribosomal protein L30e, putative	1
11177	Splicing factor, proline- and glutamine-rich	Adenosylhomocysteinase	1
11178	Splicing factor, proline- and glutamine-rich	Cytochrome c	1
11179	Splicing factor, proline- and glutamine-rich	Acyl-CoA synthetase	1
11180	Splicing factor, proline- and glutamine-rich	Importin-7, putative	1
11181	Splicing factor, proline- and glutamine-rich	Serine hydroxymethyltransferase, mitochondrial	1
11182	Splicing factor, proline- and glutamine-rich	40S ribosomal protein S21	1
11183	Splicing factor, proline- and glutamine-rich	Dipeptidyl aminopeptidase 1	1
11184	Splicing factor, proline- and glutamine-rich	Heat shock protein 90	1
11185	Splicing factor, proline- and glutamine-rich	60S ribosomal protein L27	1
11186	Splicing factor, proline- and glutamine-rich	Skeleton-binding protein 1	1
11187	Splicing factor, proline- and glutamine-rich	Carbamoyl phosphate synthetase	1
11188	Splicing factor, proline- and glutamine-rich	Insulinase, putative	1
11189	Splicing factor, proline- and glutamine-rich	Phosphoribosylpyrophosphate synthetase	1
11190	Splicing factor, proline- and glutamine-rich	Ornithine aminotransferase	1
11191	Splicing factor, proline- and glutamine-rich	Sec62, putative	1
11192	Splicing factor, proline- and glutamine-rich	Glutamine synthetase, putative	1
11193	Splicing factor, proline- and glutamine-rich	Small nuclear ribonucleoprotein Sm D2	1
11194	Splicing factor, proline- and glutamine-rich	Autophagy-related protein 18, putative	1
11195	Splicing factor, proline- and glutamine-rich	Signal recognition particle 14 kDa protein	1
11196	Splicing factor, proline- and glutamine-rich	Chaperone, putative	1
11197	Splicing factor, proline- and glutamine-rich	Inner membrane complex sub-compartment protein 3	1
11198	Splicing factor, proline- and glutamine-rich	Mature parasite-infected erythrocyte surface antigen	1
11199	Splicing factor, proline- and glutamine-rich	Pyridoxal 5'-phosphate synthase subunit Pdx1	1
11200	Splicing factor, proline- and glutamine-rich	Endoplasmin homolog, putative	1
11201	Splicing factor, proline- and glutamine-rich	60S ribosomal protein L3	1
11202	Splicing factor, proline- and glutamine-rich	Vimentin	1
11203	Splicing factor, proline- and glutamine-rich	Serine/arginine-rich splicing factor 4	1
11204	Splicing factor, proline- and glutamine-rich	Nucleoside transporter 2	1
11205	Splicing factor, proline- and glutamine-rich	Threonine--tRNA ligase	1
11206	Splicing factor, proline- and glutamine-rich	High molecular weight rhoptry protein 2	1
11207	Splicing factor, proline- and glutamine-rich	Casein kinase 2, alpha subunit	1
11208	Splicing factor, proline- and glutamine-rich	V-type proton ATPase catalytic subunit A	1
11209	Splicing factor, proline- and glutamine-rich	Plasmepsin IV	1
11210	Splicing factor, proline- and glutamine-rich	60S ribosomal protein L17, putative	1
11211	Splicing factor, proline- and glutamine-rich	Transgelin-2	1
11212	Splicing factor, proline- and glutamine-rich	Calcium-transporting ATPase	1
11213	Splicing factor, proline- and glutamine-rich	Spermidine synthase	1
11214	Splicing factor, proline- and glutamine-rich	Eukaryotic translation initiation factor 3 subunit C	1
11215	Splicing factor, proline- and glutamine-rich	Purine nucleotide phosphorylase, putative	1
11216	Splicing factor, proline- and glutamine-rich	Cell division cycle protein 48 homologue,putative	1
11217	Splicing factor, proline- and glutamine-rich	Hypoxanthine-guanine-xanthine phosphoribosyltransferase	1
11218	Splicing factor, proline- and glutamine-rich	Methionine--tRNA ligase	1
11219	Splicing factor, proline- and glutamine-rich	Phosphoethanolamine N-methyltransferase	1
11220	Splicing factor, proline- and glutamine-rich	60S ribosomal protein L24, putative	1
11221	Splicing factor, proline- and glutamine-rich	L-lactate dehydrogenase	1
11222	Splicing factor, proline- and glutamine-rich	Hexokinase	1
11223	Splicing factor, proline- and glutamine-rich	cAMP-dependent protein kinase regulatory subunit	1
11224	Splicing factor, proline- and glutamine-rich	40S ribosomal protein S5, putative	1
11225	Splicing factor, proline- and glutamine-rich	Importin subunit alpha	1
11226	Splicing factor, proline- and glutamine-rich	Nucleophosmin	1
11227	Splicing factor, proline- and glutamine-rich	Fructose-bisphosphate aldolase	1
11228	Splicing factor, proline- and glutamine-rich	Ubiquitin-60S ribosomal protein L40	1
11229	Splicing factor, proline- and glutamine-rich	Thioredoxin-related protein, putative	1
11230	Splicing factor, proline- and glutamine-rich	Parasite-infected erythrocyte surface protein	1
11231	Splicing factor, proline- and glutamine-rich	GTP-binding nuclear protein Ran	1
11232	Splicing factor, proline- and glutamine-rich	Coatomer alpha subunit, putative	1
11233	Splicing factor, proline- and glutamine-rich	Peptidyl-prolyl cis-trans isomerase	1
11234	Splicing factor, proline- and glutamine-rich	60S ribosomal protein L21	1
11235	Splicing factor, proline- and glutamine-rich	Calcium-dependent protein kinase 4	1
11236	Splicing factor, proline- and glutamine-rich	60S ribosomal protein L14, putative	1
11237	Splicing factor, proline- and glutamine-rich	Plasmepsin-1	1
11238	Splicing factor, proline- and glutamine-rich	Actin-1	1
11239	Splicing factor, proline- and glutamine-rich	Non-SERCA-type Ca2+-transporting P-ATPase	1
11240	Splicing factor, proline- and glutamine-rich	Glutamate dehydrogenase	1
11241	Splicing factor, proline- and glutamine-rich	Ubiquitin-conjugating enzyme E2	1
11242	Splicing factor, proline- and glutamine-rich	Multidrug resistance protein	1
11243	Splicing factor, proline- and glutamine-rich	14-3-3 protein	1
11244	Splicing factor, proline- and glutamine-rich	Rhoptry neck protein 3	1
11245	Splicing factor, proline- and glutamine-rich	Eukaryotic initiation factor 4A	1
11246	Splicing factor, proline- and glutamine-rich	ATP-dependent RNA helicase UAP56	1
11247	Splicing factor, proline- and glutamine-rich	Elongation factor 2	1
11248	Splicing factor, proline- and glutamine-rich	Polyadenylate-binding protein	1
11249	Splicing factor, proline- and glutamine-rich	Elongation factor 1-gamma, putative	1
11250	Splicing factor, proline- and glutamine-rich	Triosephosphate isomerase	1
11251	Splicing factor, proline- and glutamine-rich	Translationally-controlled tumor protein homolog	1
11252	Splicing factor, proline- and glutamine-rich	Tubulin alpha-1A chain	1
11253	Splicing factor, proline- and glutamine-rich	Protein transport protein SEC31	1
11254	Splicing factor, proline- and glutamine-rich	Myosin-9	1
11255	Splicing factor, proline- and glutamine-rich	Tubulin alpha chain	1
11256	Splicing factor, proline- and glutamine-rich	Proteasome subunit alpha type	1
11257	Splicing factor, proline- and glutamine-rich	Plasmodium exported protein	1
11258	Splicing factor, proline- and glutamine-rich	Tropomyosin alpha-1 chain	1
11259	Splicing factor, proline- and glutamine-rich	Haloacid dehalogenase-like hydrolase	1
11260	Splicing factor, proline- and glutamine-rich	Heat shock protein 110, putative	1
11261	Splicing factor, proline- and glutamine-rich	Tubulin beta-6 chain	1
11262	Splicing factor, proline- and glutamine-rich	Phosphoglycerate mutase 1	1
11263	Splicing factor, proline- and glutamine-rich	Isoleucine--tRNA ligase, putative	1
11264	Splicing factor, proline- and glutamine-rich	Tubulin beta-4A chain	1
11265	Splicing factor, proline- and glutamine-rich	Conserved Plasmodium membrane protein	1
11266	Splicing factor, proline- and glutamine-rich	60S ribosomal protein L2	1
11267	Splicing factor, proline- and glutamine-rich	HSP40, subfamily A, putative	1
11268	Splicing factor, proline- and glutamine-rich	Chloroquine resistance transporter	1
11269	Splicing factor, proline- and glutamine-rich	40S ribosomal protein S3a	1
11270	Splicing factor, proline- and glutamine-rich	Probable ATP-dependent 6-phosphofructokinase	1
11271	Splicing factor, proline- and glutamine-rich	60S ribosomal protein L23	1
11272	Splicing factor, proline- and glutamine-rich	Ring-infected erythrocyte surface antigen	1
11273	Splicing factor, proline- and glutamine-rich	Thioredoxin peroxidase 1	1
11274	Splicing factor, proline- and glutamine-rich	Thioredoxin-like protein	1
11275	Splicing factor, proline- and glutamine-rich	V-type H(+)-translocating pyrophosphatase, putative	1
11276	Splicing factor, proline- and glutamine-rich	Signal recognition particle receptor, beta subunit	1
11277	Splicing factor, proline- and glutamine-rich	Zyxin	1
11278	Splicing factor, proline- and glutamine-rich	Glycophorin-binding protein	1
11279	Splicing factor, proline- and glutamine-rich	Elongation factor 1-alpha	1
11280	Splicing factor, proline- and glutamine-rich	Knob-associated histidine-rich protein	1
11281	Splicing factor, proline- and glutamine-rich	Pyruvate kinase	1
11282	Splicing factor, proline- and glutamine-rich	HAP protein	1
11283	Splicing factor, proline- and glutamine-rich	Protein disulfide-isomerase	1
11284	Splicing factor, proline- and glutamine-rich	Transgelin	1
11285	Splicing factor, proline- and glutamine-rich	Glyceraldehyde-3-phosphate dehydrogenase	1
11286	Splicing factor, proline- and glutamine-rich	Glutamate--tRNA ligase	1
11287	Small nuclear ribonucleoprotein Sm D2	Anamorsin homolog	1
11288	Small nuclear ribonucleoprotein Sm D2	DnaJ protein, putative	1
11289	Small nuclear ribonucleoprotein Sm D2	Lysophospholipase, putative	1
11290	Small nuclear ribonucleoprotein Sm D2	Serine repeat antigen 5	1
11291	Small nuclear ribonucleoprotein Sm D2	60S ribosomal protein L10, putative	1
11292	Small nuclear ribonucleoprotein Sm D2	Spliceosome RNA helicase DDX39B	1
11293	Small nuclear ribonucleoprotein Sm D2	Merozoite surface protein 1	1
11294	Small nuclear ribonucleoprotein Sm D2	T-complex protein 1 subunit eta	1
11295	Small nuclear ribonucleoprotein Sm D2	P-type Ca2+-transporting ATPase	1
11296	Small nuclear ribonucleoprotein Sm D2	Probable ATP-dependent RNA helicase DDX5	1
11297	Small nuclear ribonucleoprotein Sm D2	S-adenosylmethionine synthase	1
11298	Small nuclear ribonucleoprotein Sm D2	Heat shock cognate 71 kDa protein	1
11299	Small nuclear ribonucleoprotein Sm D2	Plasmepsin-2	1
11300	Small nuclear ribonucleoprotein Sm D2	Fructose-bisphosphate aldolase A	1
11301	Small nuclear ribonucleoprotein Sm D2	40S ribosomal protein S3	1
11302	Small nuclear ribonucleoprotein Sm D2	Enolase	1
11303	Small nuclear ribonucleoprotein Sm D2	Aspartate carbamoyltransferase	1
11304	Small nuclear ribonucleoprotein Sm D2	60S ribosomal protein L30e, putative	1
11305	Small nuclear ribonucleoprotein Sm D2	Adenosylhomocysteinase	1
11306	Small nuclear ribonucleoprotein Sm D2	Cytochrome c	1
11307	Small nuclear ribonucleoprotein Sm D2	Acyl-CoA synthetase	1
11308	Small nuclear ribonucleoprotein Sm D2	Importin-7, putative	1
11309	Small nuclear ribonucleoprotein Sm D2	Serine hydroxymethyltransferase, mitochondrial	1
11310	Small nuclear ribonucleoprotein Sm D2	40S ribosomal protein S21	1
11311	Small nuclear ribonucleoprotein Sm D2	Dipeptidyl aminopeptidase 1	1
11312	Small nuclear ribonucleoprotein Sm D2	Heat shock protein 90	1
11313	Small nuclear ribonucleoprotein Sm D2	60S ribosomal protein L27	1
11314	Small nuclear ribonucleoprotein Sm D2	Skeleton-binding protein 1	1
11315	Small nuclear ribonucleoprotein Sm D2	Carbamoyl phosphate synthetase	1
11316	Small nuclear ribonucleoprotein Sm D2	Insulinase, putative	1
11317	Small nuclear ribonucleoprotein Sm D2	Phosphoribosylpyrophosphate synthetase	1
11318	Small nuclear ribonucleoprotein Sm D2	Ornithine aminotransferase	1
11319	Small nuclear ribonucleoprotein Sm D2	Sec62, putative	1
11320	Small nuclear ribonucleoprotein Sm D2	Glutamine synthetase, putative	1
11321	Small nuclear ribonucleoprotein Sm D2	Autophagy-related protein 18, putative	1
11322	Small nuclear ribonucleoprotein Sm D2	Signal recognition particle 14 kDa protein	1
11323	Small nuclear ribonucleoprotein Sm D2	Chaperone, putative	1
11324	Small nuclear ribonucleoprotein Sm D2	Inner membrane complex sub-compartment protein 3	1
11325	Small nuclear ribonucleoprotein Sm D2	Mature parasite-infected erythrocyte surface antigen	1
11326	Small nuclear ribonucleoprotein Sm D2	Pyridoxal 5'-phosphate synthase subunit Pdx1	1
11327	Small nuclear ribonucleoprotein Sm D2	Endoplasmin homolog, putative	1
11328	Small nuclear ribonucleoprotein Sm D2	60S ribosomal protein L3	1
11329	Small nuclear ribonucleoprotein Sm D2	Vimentin	1
11330	Small nuclear ribonucleoprotein Sm D2	Serine/arginine-rich splicing factor 4	1
11331	Small nuclear ribonucleoprotein Sm D2	Nucleoside transporter 2	1
11332	Small nuclear ribonucleoprotein Sm D2	Threonine--tRNA ligase	1
